Name;Brand;Price;URL
Bremykt 500 g;Bremykt;kr 27,90;https://kolonial.no/produkter/8252-bremykt-bremykt/
Tørkerull Lambi 4 stk;Lambi;kr 36,50;https://kolonial.no/produkter/8360-lambi-torkerull-lambi/
Sukker 1 kg;Dansukker;kr 19,90;https://kolonial.no/produkter/7813-dansukker-sukker/
TineMelk Ekstra Lett 1,75 l;Tine;kr 28,30;https://kolonial.no/produkter/12079-tine-tinemelk-ekstra-lett/
Kremfløte 3 dl;Tine;kr 14,50;https://kolonial.no/produkter/433-tine-kremflote/
Store Klementiner Spania, 1 kg;Not found;kr 37,90;https://kolonial.no/produkter/27045-store-klementiner-spania/
Tomater i klase Holland, 500 g;Not found;kr 22,90;https://kolonial.no/produkter/9407-tomater-i-klase-holland/
Lettrømme 10% 300 g;Tine;kr 19,20;https://kolonial.no/produkter/8059-tine-lettromme-10/
Økologiske Bananer 4-6 stk, Ecuador, 600 g;Not found;kr 25,00;https://kolonial.no/produkter/19432-okologiske-bananer-4-6-stk-ecuador/
Q Melk Ekstra Lett 1,75 l;Q-meieriene;kr 25,90;https://kolonial.no/produkter/17725-q-meieriene-q-melk-ekstra-lett/
Banan Colombia, 1 stk;Not found;kr 6,80;https://kolonial.no/produkter/9329-banan-colombia/
Stjernebacon 140 g;Gilde;kr 18,20;https://kolonial.no/produkter/954-gilde-stjernebacon/
Spisspaprika Rød 2 stk, Norge, 230 g;Not found;kr 21,90;https://kolonial.no/produkter/9320-spisspaprika-rod-2-stk-norge/
Hvetemel Siktet, 2,2 kg;Møllerens;kr 20,00;https://kolonial.no/produkter/1768-mollerens-hvetemel-siktet/
Cherrytomater, Røde Norge/Holland, 250 g;Not found;kr 14,40;https://kolonial.no/produkter/9404-cherrytomater-rode-norge-holland/
Egg Str S/M, Vår Laveste Pris, 12 stk;Not found;kr 27,90;https://kolonial.no/produkter/28868-egg-str-s-m-var-laveste-pris/
Kokt Skinke Skivet 110 g;Gilde;kr 19,00;https://kolonial.no/produkter/3568-gilde-kokt-skinke-skivet/
Pepperkaker 300 g;Berthas;kr 6,76;https://kolonial.no/produkter/9509-berthas-pepperkaker/
Rødløk Strømpe Norge, 2 stk, 375 g;Not found;kr 16,80;https://kolonial.no/produkter/9221-rodlok-strompe-norge-2-stk/
Tine Helmelk 1 l;Tine;kr 18,90;https://kolonial.no/produkter/437-tine-tine-helmelk/
Lettrømme 18%, 300 g;Tine;kr 12,80;https://kolonial.no/produkter/428-tine-lettromme-18/
Gulrøtter 2. Sortering Norge, 1 kg;Not found;kr 15,90;https://kolonial.no/produkter/9212-gulrotter-2-sortering-norge/
Hamar Julebrus Lett 6 x 0,33l, 1,98 l;Ringnes;kr 42,40;https://kolonial.no/produkter/23491-ringnes-hamar-julebrus-lett-6-x-033l/
Risgrøt 970 g;Fjordland;kr 16,90;https://kolonial.no/produkter/16786-fjordland-risgrot/
Sitroner Spania, 2 stk;Not found;kr 13,64;https://kolonial.no/produkter/27248-sitroner-spania/
Druer Røde Stenfrie Kurv, Italia, 500 g;Not found;kr 34,90;https://kolonial.no/produkter/9263-druer-rode-stenfrie-kurv-italia/
Karbonadedeig 5% fett, 400 g;Gilde;kr 64,80;https://kolonial.no/produkter/949-gilde-karbonadedeig-5-fett-400g/
Tomater, Piccolo Norge, 200 g;Miljøgartneriet;kr 44,50;https://kolonial.no/produkter/26694-miljogartneriet-tomater-piccolo-norge/
Hvitløk 2-3pk, Kina, 100 g;Not found;kr 11,20;https://kolonial.no/produkter/9371-hvitlok-2-3pk-kina/
Gul Løk 2 stk, Norge, 500 g;Not found;kr 16,80;https://kolonial.no/produkter/9215-gul-lok-2-stk-norge/
Revet Ost Original 300 g;Tine;kr 34,50;https://kolonial.no/produkter/161-tine-revet-ost-original/
Gulost ca. 1 kg;Synnøve;kr 98,70;https://kolonial.no/produkter/4969-synnove-gulost/
Jubelsalami 175 g;Grilstad;kr 35,28;https://kolonial.no/produkter/4591-grilstad-jubelsalami/
Paprika Rød Nederland, 2 stk;Not found;kr 27,90;https://kolonial.no/produkter/27626-paprika-rod-nederland/
Jarlsberg 27% 700 g;Tine;kr 81,90;https://kolonial.no/produkter/435-tine-jarlsberg-27/
Maiskorn 3x198g, 594 g;REMA 1000;kr 16,10;https://kolonial.no/produkter/8488-rema-1000-maiskorn-3x198g/
Champignon Kurv, Nederland/ Polen, 250 g;Not found;kr 9,30;https://kolonial.no/produkter/9395-champignon-kurv-nederland-polen/
Melis 500 g;Dansukker;kr 5,00;https://kolonial.no/produkter/6646-dansukker-melis/
Koriander Gourmet Frisk i Pose, Etiopia, 20 g;Not found;kr 25,30;https://kolonial.no/produkter/15163-koriander-gourmet-frisk-i-pose-etiopia/
Lomper Buer 10 stk, 260 g;Buer;kr 13,90;https://kolonial.no/produkter/11596-buer-lomper-buer-10-stk/
Kålrot Norge, 1,1 kg;Not found;kr 7,80;https://kolonial.no/produkter/9359-kalrot-norge/
Banan i Pose ca. 1 kg Costa Rica;Not found;kr 16,90;https://kolonial.no/produkter/24854-banan-i-pose-ca-1-kg-costa-rica/
Toalettpapir Hvit Lambi 12 stk;Lambi;kr 66,70;https://kolonial.no/produkter/23319-lambi-toalettpapir-hvit-lambi/
Kjøkkenrull 4 stk;REMA 1000;kr 36,10;https://kolonial.no/produkter/16281-rema-1000-kjokkenrull/
Bjørn Havregryn Lettkokte, Original, 1,1 kg;AXA;kr 19,00;https://kolonial.no/produkter/1035-axa-bjorn-havregryn-lettkokte-original/
Matfløte 0,3 l;Tine;kr 16,90;https://kolonial.no/produkter/221-tine-matflote/
TineMelk Ekstra Lett 0,7%, 1 l;Tine;kr 16,90;https://kolonial.no/produkter/446-tine-tinemelk-ekstra-lett-07/
Isbergsalat Spania, 1 stk;Not found;kr 14,90;https://kolonial.no/produkter/9356-isbergsalat-spania/
Tortillas 8 stk Medium, 326 g;Old El Paso;kr 16,90;https://kolonial.no/produkter/7135-old-el-paso-tortillas-8-stk-medium/
Fenalår 100 g;Stranda;kr 41,28;https://kolonial.no/produkter/4552-stranda-fenalar/
Strandamør Snacks 120 g;Stranda;kr 29,12;https://kolonial.no/produkter/4618-stranda-strandamor-snacks/
Cocktailbær 230 g;REMA 1000;kr 37,70;https://kolonial.no/produkter/30860-rema-1000-cocktailbaer/
Strandaskinke 150 g;Stranda;kr 46,40;https://kolonial.no/produkter/4717-stranda-strandaskinke/
Gul Kamfer 170 g;Brynild;kr 39,90;https://kolonial.no/produkter/16110-brynild-gul-kamfer/
Westfaler 110 g;Stranda;kr 42,64;https://kolonial.no/produkter/15690-stranda-westfaler/
Ginger Shot Ingefær, Eple & Sitron, 80 ml;Juiceriet;kr 21,80;https://kolonial.no/produkter/27340-juiceriet-ginger-shot-ingefaer-eple-sitron/
Spekeskalker 200 g;Stranda;kr 28,48;https://kolonial.no/produkter/17266-stranda-spekeskalker/
Melkesjokolade Tutti Frutti 190 g;Freia;kr 43,80;https://kolonial.no/produkter/28109-freia-melkesjokolade-tutti-frutti/
Flerkornbrød Glutenfri, 300 g;Schär;kr 43,90;https://kolonial.no/produkter/14182-schar-flerkornbrod-glutenfri/
Spekeskinke Brett 300 g;Stranda;kr 77,84;https://kolonial.no/produkter/21898-stranda-spekeskinke-brett/
Røkt Laks Skivet Vår Laveste Pris, 90 g;Prima;kr 15,90;https://kolonial.no/produkter/30067-prima-rokt-laks-skivet-var-laveste-pris/
Salami Snacks 100 g;Stranda;kr 20,08;https://kolonial.no/produkter/24998-stranda-salami-snacks/
Strandasalami 100 g;Stranda;kr 31,92;https://kolonial.no/produkter/30276-stranda-strandasalami/
Paradiso Ajvar 350 g;Not found;kr 29,90;https://kolonial.no/produkter/30871-paradiso-ajvar/
Fjellbris Strandaskinke 100 g;Stranda;kr 42,64;https://kolonial.no/produkter/25337-stranda-fjellbris-strandaskinke/
Teriyaki Dipping Sauce 190 ml;Blue Dragon;kr 49,90;https://kolonial.no/produkter/30603-blue-dragon-teriyaki-dipping-sauce/
Strandaskinke 70 g;Stranda;kr 26,80;https://kolonial.no/produkter/4543-stranda-strandaskinke/
Julesjokolade Karamellstjerner 183 g;Nidar;kr 49,90;https://kolonial.no/produkter/30452-nidar-julesjokolade-karamellstjerner/
Tannbørste Refil Precision Clean Head Refills, 2 stk;Oral-B;kr 98,32;https://kolonial.no/produkter/24491-oral-b-tannborste-refil-precision-clean-head-refil/
Tomtegløgg 1 l;Stabburet;kr 45,90;https://kolonial.no/produkter/9641-stabburet-tomteglogg/
Elektrisk Tannbørste Vitality 1 stk;Oral-B;kr 239,20;https://kolonial.no/produkter/28455-oral-b-elektrisk-tannborste-vitality/
Kyllingbryst Med Chorizo Og Manchego 2 Stk, ca. 500 g;Strøm-Larsen;kr 109,00;https://kolonial.no/produkter/30754-strom-larsen-kyllingbryst-med-chorizo-og-manchego/
Braisert Lammeskank ca. 500 g;Strøm-Larsen;kr 119,00;https://kolonial.no/produkter/30753-strom-larsen-braisert-lammeskank/
Entrecote Av Lam Med Hvit Geitost ca. 350 g;Strøm-Larsen;kr 99,00;https://kolonial.no/produkter/30755-strom-larsen-entrecote-av-lam-med-hvit-geitost/
Totenflak Salta 180 g;Kims;kr 20,93;https://kolonial.no/produkter/21199-kims-totenflak-salta/
French Fries Salt 90 g;Kims;kr 19,25;https://kolonial.no/produkter/2065-kims-french-fries-salt/
Potetsticks 225 g;Kims;kr 27,58;https://kolonial.no/produkter/7210-kims-potetsticks/
Indrefilet av Kalv Med Parmaskinke og Parmesan ca. 1 kg;Strøm-Larsen;kr 569,00;https://kolonial.no/produkter/30758-strom-larsen-indrefilet-av-kalv-med-parmaskinke-og/
Svinenakke Fylt Med Tranebær Og Chevre Marinert Med Lakris Og Chili, ca. 500 g;Strøm-Larsen;kr 109,00;https://kolonial.no/produkter/30759-strom-larsen-svinenakke-fylt-med-tranebaer-og-chev/
Snack Chips 180 g;Kims;kr 26,18;https://kolonial.no/produkter/25491-kims-snack-chips/
Elias Salte Venner 95 g;Kims;kr 23,10;https://kolonial.no/produkter/25492-kims-elias-salte-venner/
Panert Kalvesnitzel 2 stk, ca. 500 g;Strøm-Larsen;kr 139,00;https://kolonial.no/produkter/30762-strom-larsen-panert-kalvesnitzel-2-stk/
Svinekjake Kokt i Øl ca. 500 g;Strøm-Larsen;kr 119,00;https://kolonial.no/produkter/30751-strom-larsen-svinekjake-kokt-i-ol/
Fillers Bacon 140 g;Kims;kr 38,01;https://kolonial.no/produkter/25493-kims-fillers-bacon/
Oksekjake Kokt i Øl ca. 500 g;Strøm-Larsen;kr 119,00;https://kolonial.no/produkter/30752-strom-larsen-oksekjake-kokt-i-ol/
Doritos Nacho Cheese 170 g;Not found;kr 25,83;https://kolonial.no/produkter/26810-doritos-nacho-cheese/
Lays Chips Salted 175 g;Not found;kr 25,83;https://kolonial.no/produkter/27265-lays-chips-salted/
Rakørretfilet Uten Skinn, ca. 1,5 kg;Slidre Ørretsenter;kr 529,00;https://kolonial.no/produkter/30699-slidre-orretsenter-rakorretfilet-uten-skinn/
Oppvasktabletter 22 stk;Klar;kr 37,66;https://kolonial.no/produkter/29457-klar-oppvasktabletter/
Delfia Kokosfett 250 g;Mills;kr 29,90;https://kolonial.no/produkter/17389-mills-delfia-kokosfett/
Dusjsåpe 200 ml;Klar;kr 32,55;https://kolonial.no/produkter/28431-klar-dusjsape/
Kokt Juleskinke Vår Laveste Pris, ca. 1 kg;Prima;kr 79,00;https://kolonial.no/produkter/27042-prima-kokt-juleskinke-var-laveste-pris/
Klar Tøyvask Parfymefri 750 ml;Klar;kr 44,66;https://kolonial.no/produkter/27973-klar-klar-toyvask-parfymefri/
Sosisser 500 g;Strøm-Larsen;kr 109,00;https://kolonial.no/produkter/16828-strom-larsen-sosisser/
Chai Latte Karamell Instant Te, 208 g;Not found;kr 52,90;https://kolonial.no/produkter/30867-chai-latte-karamell-instant-te/
Klar Tøyvask 750 ml;Klar;kr 32,06;https://kolonial.no/produkter/26642-klar-klar-toyvask/
Klar Tøyvask Ull & Silke, 600 ml;Klar;kr 34,93;https://kolonial.no/produkter/30302-klar-klar-toyvask-ull-silke/
Fresh Extra Virgin Olivenolje 250 ml;Gaea;kr 99,00;https://kolonial.no/produkter/30487-gaea-fresh-extra-virgin-olivenolje/
Klar Oppvaskmiddel 500 ml;Klar;kr 29,61;https://kolonial.no/produkter/26548-klar-klar-oppvaskmiddel/
Yellow Curry Paste 110 g;Blue Dragon;kr 39,90;https://kolonial.no/produkter/29334-blue-dragon-yellow-curry-paste/
Klar Håndsåpe 300 ml;Klar;kr 27,79;https://kolonial.no/produkter/26546-klar-klar-handsape/
Mandelsmør 170 g;Greenchoice;kr 99,90;https://kolonial.no/produkter/30874-greenchoice-mandelsmor/
Allrent Frisk duft, 0,75 l;Klar;kr 25,69;https://kolonial.no/produkter/679-klar-allrent-frisk-duft/
Soltørret Tomat Bruschetta 100 g;Gaea;kr 29,90;https://kolonial.no/produkter/30877-gaea-soltorret-tomat-bruschetta/
Klar Baderomsspray 500 ml;Klar;kr 16,73;https://kolonial.no/produkter/26549-klar-klar-baderomsspray/
Waldorfsalat 350 g;Delikat;kr 9,56;https://kolonial.no/produkter/16654-delikat-waldorfsalat/
Chai Latte Krydret Instant Te, 208 g;Not found;kr 52,90;https://kolonial.no/produkter/30868-chai-latte-krydret-instant-te/
Kimchi 350 g;Greenchoice;kr 59,90;https://kolonial.no/produkter/30875-greenchoice-kimchi/
Paradiso Kapers Non Pareilles, 100 g;Not found;kr 29,90;https://kolonial.no/produkter/30872-paradiso-kapers-non-pareilles/
Ekte Marsipan 400 g;Odense;kr 38,94;https://kolonial.no/produkter/25154-odense-ekte-marsipan/
Lutefisk Helesider ca. 1,6 kg;REMA 1000;kr 95,94;https://kolonial.no/produkter/16729-rema-1000-lutefisk-helesider/
Mais Økologisk 2x160g, 320 g;Green Giant;kr 24,90;https://kolonial.no/produkter/30870-green-giant-mais-okologisk-2x160g/
Sjokoladedrikk Belgisk Sjokolade, 220 g;Not found;kr 56,00;https://kolonial.no/produkter/30866-sjokoladedrikk-belgisk-sjokolade/
Melkesjokolade med Pepperkaker 190 g;Freia;kr 35,92;https://kolonial.no/produkter/29990-freia-melkesjokolade-med-pepperkaker/
Woksaus Coconut & Lime 120 g;Blue Dragon;kr 18,50;https://kolonial.no/produkter/29204-blue-dragon-woksaus-coconut-lime/
Hansa Julebrus 6 x 0,33l, 1,98 l;Hansa Borg;kr 79,92;https://kolonial.no/produkter/27820-hansa-borg-hansa-julebrus-6-x-033l/
Oreo Snøball 4 pk, 112 g;Freia;kr 31,92;https://kolonial.no/produkter/27893-freia-oreo-snoball-4-pk/
Extra Virgin Olivenolje Økologisk, 0,5 l;Ybarra;kr 95,00;https://kolonial.no/produkter/30869-ybarra-extra-virgin-olivenolje-okologisk/
Kubbelys Lilla, Assortert 5,8 x 12 cm, 1 stk;REMA 1000;kr 8,72;https://kolonial.no/produkter/26859-rema-1000-kubbelys-lilla-assortert-58-x-12-cm/
Soyasaus Økologisk 250 ml;Kikkoman;kr 79,90;https://kolonial.no/produkter/30865-kikkoman-soyasaus-okologisk/
Kronelys Rød 24 cm, 10 stk;Not found;kr 25,52;https://kolonial.no/produkter/26892-kronelys-rod-24-cm/
Extra Virgin Olivenolje Seleccion, 250 ml;Ybarra;kr 39,90;https://kolonial.no/produkter/29324-ybarra-extra-virgin-olivenolje-seleccion/
Julegodt 149 g;Malaco;kr 47,92;https://kolonial.no/produkter/23837-malaco-julegodt/
Black Pepper Woksaus, 120 g;Blue Dragon;kr 18,50;https://kolonial.no/produkter/29203-blue-dragon-black-pepper-woksaus/
Pinnekjøtt Urøkt, Strøm-Larsen, 2 kg;Strøm-Larsen;kr 600,00;https://kolonial.no/produkter/16822-strom-larsen-pinnekjott-urokt-strom-larsen/
Hoisin Woksaus, 120 g;Blue Dragon;kr 18,50;https://kolonial.no/produkter/30864-blue-dragon-hoisin-woksaus/
Økologisk Pinnekjøtt Urøkt, 2 kg;Strøm-Larsen;kr 599,00;https://kolonial.no/produkter/30749-strom-larsen-okologisk-pinnekjott-urokt/
Kronelys Lilla 24 cm, 10 stk;REMA 1000;kr 25,52;https://kolonial.no/produkter/26860-rema-1000-kronelys-lilla-24-cm/
Byggeklosser tre 1 stk;Not found;kr 159,92;https://kolonial.no/produkter/30568-byggeklosser-tre/
Hakkede Tomater Urter 390 g;Heinz;kr 17,90;https://kolonial.no/produkter/30878-heinz-hakkede-tomater-urter/
Røkt Pinnekjøtt Strøm-Larsen, 2 kg;Strøm-Larsen;kr 600,00;https://kolonial.no/produkter/16816-strom-larsen-rokt-pinnekjott-strom-larsen/
Hakkede Tomater Hvitløk 390 g;Heinz;kr 17,90;https://kolonial.no/produkter/30880-heinz-hakkede-tomater-hvitlok/
Trådløst headsett For barn, Blå, 1 stk;JBL;kr 391,20;https://kolonial.no/produkter/29949-jbl-tradlost-headsett-for-barn-bla/
Kjøttfullt Pinnekjøtt Lammesadel, ca. 1,5 kg;Spekeloftet;kr 448,50;https://kolonial.no/produkter/23678-spekeloftet-kjottfullt-pinnekjott-lammesadel/
Barbermaskin Philips S5050/06, 1 stk;Philips;kr 1038,40;https://kolonial.no/produkter/29806-philips-barbermaskin-philips-s5050-06/
Hakkede Tomater Naturell 390 g;Heinz;kr 17,90;https://kolonial.no/produkter/30879-heinz-hakkede-tomater-naturell/
Eldhusrøkt Pinnekjøtt Av Lam, ca. 1 kg;Gilde;kr 369,00;https://kolonial.no/produkter/30668-gilde-eldhusrokt-pinnekjott-av-lam/
Peanøttsmør Creamy 340 g;Greenchoice;kr 54,90;https://kolonial.no/produkter/30873-greenchoice-peanottsmor-creamy/
Trådløst headsett For barn, Rosa, 1 stk;JBL;kr 399,92;https://kolonial.no/produkter/29948-jbl-tradlost-headsett-for-barn-rosa/
Stekepanne 28cm Tefal Jamie Oliver 1 stk;Tefal;kr 399,20;https://kolonial.no/produkter/29870-tefal-stekepanne-28cm-tefal-jamie-oliver/
Pinnekjøtt Av Lam Urøkt, 1 kg;Gilde;kr 249,00;https://kolonial.no/produkter/26927-gilde-pinnekjott-av-lam-urokt/
Kaffetrakter Coline Svart 1 stk;Coline;kr 639,20;https://kolonial.no/produkter/29851-coline-kaffetrakter-coline-svart/
Powerbank 3350 mAh 1 stk;Clas Ohlson;kr 79,92;https://kolonial.no/produkter/29822-clas-ohlson-powerbank-3350-mah/
Fruktcocktail 820 g;REMA 1000;kr 19,90;https://kolonial.no/produkter/8666-rema-1000-fruktcocktail/
Philadelphia Light Gressløk 200 g;Philadelphia;kr 29,90;https://kolonial.no/produkter/30748-philadelphia-philadelphia-light-gresslok/
Godehav Lutefisk Filet Vakuum ca. 1,25 kg;REMA 1000;kr 152,90;https://kolonial.no/produkter/26908-rema-1000-godehav-lutefisk-filet-vakuum/
Lys Kokesjokolade 100 g;Freia;kr 17,50;https://kolonial.no/produkter/10879-freia-lys-kokesjokolade/
Kokesjokolade Dronning 200 g;Freia;kr 24,43;https://kolonial.no/produkter/7291-freia-kokesjokolade-dronning/
Røkt Laks i Skiver 120 g;Troll Salmon;kr 57,80;https://kolonial.no/produkter/24248-troll-salmon-rokt-laks-i-skiver/
Philadelphia Krydder 175 g;Philadelphia;kr 29,90;https://kolonial.no/produkter/30746-philadelphia-philadelphia-krydder/
Kokesjokolade Selskap 100 g;Freia;kr 13,93;https://kolonial.no/produkter/7330-freia-kokesjokolade-selskap/
Gravet Laks i Skiver 100 g;Troll Salmon;kr 48,90;https://kolonial.no/produkter/24250-troll-salmon-gravet-laks-i-skiver/
Kokesjokolade 70% 100 g;Freia;kr 20,37;https://kolonial.no/produkter/12532-freia-kokesjokolade-70/
Philadelphia med Melkesjokolade 160 g;Philadelphia;kr 29,90;https://kolonial.no/produkter/30747-philadelphia-philadelphia-med-melkesjokolade/
Røkt Laks i Skiver 250 g;Troll Salmon;kr 89,00;https://kolonial.no/produkter/24249-troll-salmon-rokt-laks-i-skiver/
Mandelpoteter Norge, 5 kg;Not found;kr 54,90;https://kolonial.no/produkter/28059-mandelpoteter-norge/
Pepperoni 80 g;Grilstad;kr 20,93;https://kolonial.no/produkter/28778-grilstad-pepperoni/
Røkt Laks Hel Side Vår Laveste Pris, ca. 1,1 kg;Not found;kr 104,90;https://kolonial.no/produkter/27725-rokt-laks-hel-side-var-laveste-pris/
Salchicha 80 g;Grilstad;kr 20,93;https://kolonial.no/produkter/28779-grilstad-salchicha/
Fruktris Fersken + Pære Fra 4 mnd, 120 g;Ella's Kitchen;kr 21,90;https://kolonial.no/produkter/30845-ellas-kitchen-fruktris-fersken-paere-fra-4-mnd/
Svartpølse 100 g;Grilstad;kr 23,59;https://kolonial.no/produkter/4375-grilstad-svartpolse/
Fuglesand 2,5 kg;Best Friend;kr 26,50;https://kolonial.no/produkter/30851-best-friend-fuglesand/
Tyggepinner Kylling 12cm, 6 stk;Best Friend;kr 28,50;https://kolonial.no/produkter/29045-best-friend-tyggepinner-kylling-12cm/
Supersalami 130 g;Grilstad;kr 37,66;https://kolonial.no/produkter/4987-grilstad-supersalami/
Agurker Hele 580 g;Nora;kr 32,90;https://kolonial.no/produkter/13216-nora-agurker-hele/
Alpen Musli No Added Sugar, 560 g;Alpen;kr 48,50;https://kolonial.no/produkter/30849-alpen-alpen-musli-no-added-sugar/
Chorizo 100 g;Grilstad;kr 22,75;https://kolonial.no/produkter/15375-grilstad-chorizo/
Pariseragurker 580 g;Nora;kr 21,30;https://kolonial.no/produkter/6739-nora-pariseragurker/
Sjokoladepålegg med Hasselnøtt Vegansk, 200 g;Valsoia;kr 39,90;https://kolonial.no/produkter/30850-valsoia-sjokoladepalegg-med-hasselnott-vegansk/
Agurker Skivede 850 g;Nora;kr 45,20;https://kolonial.no/produkter/6538-nora-agurker-skivede/
Nylonvask Vaskemiddel Universalvaskekrem, 100 g;Not found;kr 39,30;https://kolonial.no/produkter/22432-nylonvask-vaskemiddel-universalvaskekrem/
Pepperoni 100 g;Grilstad;kr 23,80;https://kolonial.no/produkter/16999-grilstad-pepperoni/
Sylteagurker 530 g;REMA 1000;kr 22,40;https://kolonial.no/produkter/8778-rema-1000-sylteagurker/
Knekkebrød Havrekli og Bygg, 190 g;Leksands;kr 28,40;https://kolonial.no/produkter/30846-leksands-knekkebrod-havrekli-og-bygg/
Trønderfår 210 g;Grilstad;kr 46,41;https://kolonial.no/produkter/21919-grilstad-tronderfar/
Rødbeter Skivede 580 g;Nora;kr 21,90;https://kolonial.no/produkter/6742-nora-rodbeter-skivede/
Kubbelys Stearin 7x10cm, 1 stk;Not found;kr 29,90;https://kolonial.no/produkter/30844-kubbelys-stearin-7x10cm/
Trønderfår 175 g;Grilstad;kr 37,73;https://kolonial.no/produkter/21922-grilstad-tronderfar/
Rødbeter 530 g;REMA 1000;kr 20,80;https://kolonial.no/produkter/8780-rema-1000-rodbeter/
Sitronsaft Usukret, 115 ml;Sicilia;kr 12,90;https://kolonial.no/produkter/29456-sicilia-sitronsaft-usukret/
Store Appelsiner Spania, 3 stk;Not found;kr 28,90;https://kolonial.no/produkter/28019-store-appelsiner-spania/
Nistesalami 100 g;Grilstad;kr 23,10;https://kolonial.no/produkter/21925-grilstad-nistesalami/
Medisterkaker Håndlagde, 420 g;Løiten;kr 59,90;https://kolonial.no/produkter/27901-loiten-medisterkaker-handlagde/
Økologiske Appelsiner Spania/ Sør-Afrika, 1 kg;Not found;kr 41,40;https://kolonial.no/produkter/23922-okologiske-appelsiner-spania-sor-afrika/
Jubelsalami 100 g;Grilstad;kr 21,63;https://kolonial.no/produkter/21928-grilstad-jubelsalami/
Middagsris Boil In Bag 8x125g, 1 kg;REMA 1000;kr 35,60;https://kolonial.no/produkter/27004-rema-1000-middagsris-boil-in-bag-8x125g/
Trønderfår 100 g;Grilstad;kr 25,62;https://kolonial.no/produkter/21931-grilstad-tronderfar/
Fjordland Risgrøt 4 kg, 1 stk;Fjordland;kr 159,00;https://kolonial.no/produkter/17419-fjordland-fjordland-risgrot-4-kg/
Økologiske Klementiner, i Nett Spania, 500 g;Not found;kr 34,90;https://kolonial.no/produkter/26721-okologiske-klementiner-i-nett-spania/
Peppersalami 100 g;Grilstad;kr 31,15;https://kolonial.no/produkter/21934-grilstad-peppersalami/
